Identifiant;Code voie VdP;Code voie DGFIP;Dénomination complète;Dénomination complète minuscule;Date de l'arrété;Période (Siècle);Statut de la voie;Type voie;Préposition voie;Nom voie;Arrondissement;Quartier;Feuille parcellaire;Début voie;Fin voie;Longueur voie;Largeur voie;Numéro pair;Numéro impaire;Alignement;Servitude;Historique;Dénomination;Classement;Observation;Numérotage;Origine du nom;Déclassement;Nivellement;Assainissement;Ouverture;geo_shape;geo_point_2d;Validité
11370;;;PLACE D'ITALIE;place d'Italie;1864-12-30;19;voie publique;place;d';Italie;13e;Croulebarbe,Gare,Maison-Blanche,Salpêtrière;131B2,132A1;à la rencontre des boulevards Vincent Auriol, de l'Hôpital, Auguste Blanqui, des avenues des Gobelins, de la Soeur Rosalie, d'Italie, de Choisy et de la rue Bobillot et de la place Henri Langlois.;;;;;;Non retenus au POS et non repris au PLU : Décret du 20 septembre 1881, entre le boulevard Auguste Blanqui et la rue Bobillot. Arrêté du 27 février 1974, entre la rue Bobillot et l'avenue d'Italie. Délibération municipale des 20, 21 et 22 novembre 2017 abrogeant l'alignement au droit du 18 à 30 place d'Italie. Décret du 12 février 1867 (UP), le surplus de la place (A).;;La place d'Italie a englobé la place de la Barrière d'Italie, une partie du boulevard des Gobelins et du chemin de ronde d'Ivry et une partie des boulevards d'Italie et d'Ivry. L'esplanade située entre la rue Bobillot et l'avenue d'Italie a été dénommée place Henri Langlois.;Arrêté du 30 décembre 1864.;Décret du 23 mai 1863, partie M. Précédemment voie de la commune de Gentilly dans cette partie.;Diamètre : 200 m. Place ornée de jardins décorés d'un bassin.;;Voisinage de l'avenue d'Italie.;Délibération du 30 mai 1988, au droit des nos 18-20.;Décret du 20 septembre 1881, entre le boulevard Auguste Blanqui et l'avenue d'Italie. Décret du 12 février 1867 (UP), partie A.;;Lettres patentes du 9 août 1760, pour la partie de la place qui était située à l'intérieur de l'ancien mur d'octroi. Ordonnance du Bureau des Finances du 16 janvier 1789, pour la partie de la place qui était située à l'extérieur de l'ancien mur d'octroi (M).;"{""coordinates"": [[[2.3556904302288344, 48.832321666354304], [2.3556901624141875, 48.83231633074558], [2.3558071659222133, 48.83231831454434], [2.3563499004112325, 48.832171249412774], [2.3564786985012, 48.83207842593121], [2.3566808538394266, 48.83193273347587], [2.3567476728488534, 48.83188457811242], [2.35684969901801, 48.831746397059], [2.3568903680154625, 48.83161713332855], [2.3569359185874608, 48.831472348391216], [2.3566693885975116, 48.8307834095402], [2.356665888924117, 48.830776458359246], [2.356658522634601, 48.83076182373334], [2.356652000669148, 48.83074886737909], [2.3566437847080173, 48.83073254725583], [2.3566426026230385, 48.83073020073217], [2.356634560882532, 48.83071422420571], [2.356297748008743, 48.8305254370192], [2.356197017235641, 48.83050144190834], [2.355769007690945, 48.830574467650884], [2.355749818741387, 48.83063621948112], [2.3557429310510525, 48.83065838696823], [2.355732906710882, 48.83069064469732], [2.3557207503545925, 48.83073051401423], [2.3557032087148695, 48.83078804046125], [2.3556971299413503, 48.830801188005594], [2.355687755769731, 48.83081346159467], [2.3556753562556185, 48.83082450383335], [2.355660292276133, 48.83083399379056], [2.3556430045436905, 48.83084165413507], [2.355623995764343, 48.8308472618322], [2.355581890309306, 48.830857024291184], [2.3555378613416873, 48.830861827128615], [2.3554637168546613, 48.83086509341833], [2.355390580208688, 48.8308737757137], [2.3553339182198614, 48.830883707855726], [2.355278104462198, 48.830895547613764], [2.355245656372048, 48.83090153158989], [2.3552121287018477, 48.83090371438885], [2.3551785357907713, 48.830902030428135], [2.355142035264092, 48.83089631688525], [2.355107414265341, 48.83088678124322], [2.3550755865138275, 48.83087367305973], [2.355047388231602, 48.830857339506835], [2.355025525675617, 48.830840357491134], [2.3550075059804123, 48.83082151021294], [2.354894255680714, 48.83068262100218], [2.354913982147981, 48.83067483091824], [2.354933916840034, 48.83066727669009], [2.3549540556482444, 48.83065996009432], [2.3546021341516408, 48.83067986500106], [2.3544569029528764, 48.830731900406896], [2.354221486430162, 48.83133935208096], [2.354227452803864, 48.83140800273002], [2.3542390455686966, 48.831541411499046], [2.354245259997876, 48.831612915379736], [2.3544153132789867, 48.8318972548914], [2.354547058034516, 48.83199301325263], [2.354654404875062, 48.83207103733217], [2.3547743735649083, 48.83215765453458], [2.35527247371388, 48.832306136666986], [2.3553886401216486, 48.8323088313625], [2.355388517129663, 48.83231547255047], [2.3556904302288344, 48.832321666354304]]], ""type"": ""Polygon""}";48.831446423492295, 2.355590335610145;Dénomination actuelle
13948;;;RUE VANDREZANNE;rue Vandrezanne;;;voie publique;rue;;Vandrezanne;13e;Maison-Blanche;132A3,131B4;avenue d'Italie, 42.;rue du Moulin des Prés, 39, et rue Bobillot, 49.;300;18.0;42;45;Non retenus au POS et non repris au PLU : Arrêté du 27 février 1974, sauf côté pair, du n° 34 à la rue Bobillot, partie régie par ordonnance du 20 juin 1844.;;Cette voie est tracée sur le plan cadastral de 1811.;;Ordonnance du 20 juin 1844, dans la voirie de la commune de Gentilly. Décret du 23 mai 1863, dans la voirie parisienne.;;Arrêté du 30 septembre 1884.;Nom de propriétaire.;;Arrêté du 27 février 1974.;;;"{""coordinates"": [[[2.356128445630527, 48.82830913865658], [2.356369545447007, 48.82821677388368], [2.3563610649150837, 48.82821839208403], [2.356341043959361, 48.828222213695405], [2.3561568098955252, 48.828168007854345], [2.3560664113004552, 48.828141409633254], [2.35596981486057, 48.82811293604894], [2.355837149839502, 48.828073829083586], [2.355814697000291, 48.82806721016838], [2.3557798294786947, 48.82805693227555], [2.3557633620831413, 48.82805207778652], [2.3557622079218996, 48.8280536526684], [2.355706282408222, 48.828037864172046], [2.3557070326539353, 48.82803667744293], [2.355615286762436, 48.82801034412713], [2.355567130079669, 48.8279965220841], [2.355585741482378, 48.82797063316305], [2.355540822173355, 48.827956747609235], [2.355536315288928, 48.82796320241245], [2.3555318139185473, 48.82796965184891], [2.355489932172352, 48.827956547112656], [2.3554627107401593, 48.827948029934625], [2.3554548812396625, 48.82794558011382], [2.3554247247915177, 48.827936143237864], [2.3552109160147756, 48.82786924283484], [2.3551453519801404, 48.827848727158404], [2.3551424047371596, 48.82784780469755], [2.355111595982285, 48.82783682089801], [2.355079320831008, 48.8278253435206], [2.3550461269063927, 48.827812489633956], [2.355010903878879, 48.827798051789095], [2.3549933255767237, 48.827790846532416], [2.354406027729294, 48.82757890673038], [2.3543882797849185, 48.827572873250894], [2.3543516865180933, 48.82756043431403], [2.3541467710601154, 48.82743562429259], [2.3540665420024802, 48.82740946258364], [2.3539798660599023, 48.82738119833261], [2.3536942016118383, 48.82728804456752], [2.353668712310699, 48.827279732397194], [2.3534313407332266, 48.82751780614103], [2.353402962727881, 48.827521752062154], [2.353401310968806, 48.82752335481069], [2.353396890647315, 48.827527644311246], [2.353367214058734, 48.82755644461127], [2.353314647688218, 48.82759412386901], [2.3533063782535466, 48.827590364735926], [2.3532427095134723, 48.82764653711954], [2.3531786146642073, 48.82770311727724], [2.3531173251544883, 48.82775722130587], [2.3530067472695904, 48.827854834805926], [2.352872176874086, 48.827973626347486], [2.352823840766388, 48.8279607114917], [2.3529167458113784, 48.82806144945792], [2.3530324108033076, 48.827958119273006], [2.353106647176529, 48.82789179987606], [2.3531315432027067, 48.8278695581086], [2.353179354417127, 48.82782684460485], [2.353210928219574, 48.82779863831155], [2.35341138158361, 48.82761955958235], [2.3534697035165175, 48.827567456652694], [2.3534772844649736, 48.8275656620128], [2.3537368970729706, 48.827504208833446], [2.3538238622237335, 48.82753222479361], [2.353940435575111, 48.827569039133394], [2.353949559112887, 48.82757192055016], [2.3541632470940317, 48.827641637630535], [2.3556246529090505, 48.828103047187604], [2.3557055209347486, 48.828128687831935], [2.35607555055582, 48.82824328503282], [2.356128445630527, 48.82830913865658]]], ""type"": ""Polygon""}";48.82774409400187, 2.354438883427982;Dénomination actuelle
10592;;;RUE EUGENE ATGET;rue Eugène Atget;1978-08-30;20;statut mixte;rue;;Eugène Atget;13e;Maison-Blanche;131B3,131B1;rue Jonas, 1 et 2.;boulevard Auguste Blanqui, 59.;117;4.0;4;5;;;Elle avait été provisoirement dénommée AR/13.;Arrêté municipal du 30 août 1978.;;Cette voie comporte des escaliers et communique avec le boulevard Auguste Blanqui en passant sous un immeuble privé. La partie passant sous l'immeuble est privée.;;Eugène Atget (Libourne, 1857-Paris, 1927), photographe français.;;;;;"{""coordinates"": [[[2.3497644560494684, 48.82924213711195], [2.3497843857768146, 48.82917503708602], [2.34982959063148, 48.829179752732166], [2.3498377543737066, 48.8291559421305], [2.3498432519423202, 48.82913991190409], [2.3498397633674943, 48.82913936140941], [2.349834467879755, 48.82913886045024], [2.3498258835794177, 48.82913762930772], [2.3498201697823955, 48.829136809494344], [2.349814428776722, 48.82913598683467], [2.3498093120090733, 48.829135245813895], [2.3498033227374617, 48.8291346691317], [2.349795086176963, 48.829133517223596], [2.3498017781432656, 48.8291030918236], [2.3497951194700146, 48.82910234152006], [2.3497992687139453, 48.829087492036926], [2.349798488547297, 48.829077850108206], [2.349814720220483, 48.829004815681834], [2.3498165008392546, 48.828997043981495], [2.34981716126367, 48.82898941818532], [2.3498171587269514, 48.82898121138695], [2.3498159616408105, 48.82897507115068], [2.3498138449955857, 48.828966315033334], [2.349811268333229, 48.82895818147972], [2.3498072216885464, 48.82895126218311], [2.349737384244422, 48.82883569609307], [2.3497496294871008, 48.82883249884487], [2.3497525470184804, 48.82882815544304], [2.3501896474729067, 48.828980387532496], [2.3502074410557263, 48.828986584662104], [2.3502249918957854, 48.82899072720022], [2.350239931123862, 48.828993251064425], [2.3502530493498046, 48.82899433233134], [2.350269991182855, 48.828994329938745], [2.350287115412841, 48.828993245688764], [2.350301324242121, 48.82899119945758], [2.3503144400383262, 48.82898843138557], [2.3503290136796133, 48.8289842196425], [2.3503994627502234, 48.82896249031845], [2.350357999692979, 48.82892959804944], [2.3503329063186342, 48.82893649574084], [2.3503189548858985, 48.82894051570043], [2.35030111062639, 48.82894374104949], [2.3502871874658333, 48.82894691304965], [2.3502679830272215, 48.82894691484431], [2.350252138362698, 48.82894665248586], [2.350234933553817, 48.828943273601006], [2.3502178878161435, 48.828939154494], [2.350202282318807, 48.828934348893306], [2.3501780335676155, 48.82892626847566], [2.3497814503223156, 48.828789708767665], [2.3497805487513106, 48.828776476775296], [2.3497805467902246, 48.828767678190516], [2.3497717739433543, 48.82875524791468], [2.3497660704006353, 48.82874716571017], [2.3497530442569046, 48.82873685101857], [2.349744052627702, 48.82872973035336], [2.3497269050235152, 48.8287228657321], [2.349714313372359, 48.82871845329105], [2.3496964255159627, 48.82871512997206], [2.349682270707633, 48.8287130680855], [2.349662908027556, 48.828714732763736], [2.3496497108199907, 48.82871616744998], [2.3496315639387233, 48.828722360786486], [2.3496194091129023, 48.828726719606216], [2.349606300170212, 48.8287354918597], [2.3495957095578635, 48.82874604147959], [2.3495858165003014, 48.828772413978704], [2.349588861475581, 48.82879454254372], [2.34960223947012, 48.82881552394089], [2.349629333898567, 48.828829050370935], [2.3496605076152655, 48.82883661364473], [2.349672663686074, 48.8288347775714], [2.3497553625970076, 48.82897396282927], [2.3497571004852236, 48.82897791783046], [2.3497576234126005, 48.82898393748339], [2.3497576245780407, 48.828988867856076], [2.349757105046301, 48.82899437099688], [2.3497559777181505, 48.82899912974913], [2.3497378412918373, 48.82907109614858], [2.3497310652705936, 48.829079863274], [2.3497278193307043, 48.82909448023188], [2.3497189857333445, 48.829094670535014], [2.349712219126667, 48.82912528799094], [2.349701103896962, 48.829124270619225], [2.3496914078340643, 48.82912338327811], [2.3496816587161073, 48.82912249025145], [2.3496672679778245, 48.82912164213522], [2.349664828952121, 48.82913774744507], [2.3496611073934197, 48.82916231608035], [2.3497020150598256, 48.82916654523023], [2.3496887562491615, 48.82923449904767], [2.3496956666182793, 48.829235057360286], [2.349706614088249, 48.829236202430515], [2.349713695349754, 48.82923692985413], [2.349724625382132, 48.82923805324289], [2.3497357671178536, 48.82923891336593], [2.34974664688064, 48.82924013541046], [2.3497572219208824, 48.82924132431911], [2.3497644560494684, 48.82924213711195]]], ""type"": ""Polygon""}";48.828937066112715, 2.3498536807866235;Dénomination actuelle
11280;;;RUE HENRI MICHAUX;rue Henri Michaux;1995-08-23;20;voie publique;rue;;Henri Michaux;13e;Maison-Blanche;131B4;rue Vandrezanne, 25.;rue du Moulinet, 32.;63;17.0;10;13;;;Voie créée dans le cadre de l'aménagement de l'îlot `Moulinet-Vandrezanne`. Elle avait été provisoirement dénommée CY/13.;Arrêté municipal du 23 août 1995.;;;;Henri Michaux (Namur, 1899-Paris, 1984), poète et peintre français d'origine Belge.;;;;;"{""coordinates"": [[[2.3545959998377968, 48.826891576865286], [2.354307201025789, 48.82680559540454], [2.3541851050313465, 48.826819739832594], [2.3542804991658213, 48.82690113393378], [2.3542105929879886, 48.827175533448916], [2.3542014805094174, 48.82721267068602], [2.354198175239869, 48.82722613985971], [2.3541589880680354, 48.827385836142135], [2.354156684074188, 48.82739522845906], [2.3541467710601154, 48.82743562429259], [2.3543516865180933, 48.82756043431403], [2.35435212183764, 48.82755861093427], [2.354357094353239, 48.82753777499211], [2.3543574233766282, 48.82753639532934], [2.3543651414901716, 48.82750405322302], [2.3543814584039646, 48.82743567823093], [2.3544069113631165, 48.82732902031036], [2.3544119916032327, 48.82730773165868], [2.3544230888300155, 48.8272612273445], [2.3544349380070333, 48.827213508433935], [2.3544483727874232, 48.82715940352544], [2.354454363993411, 48.82713527776223], [2.3544561417662693, 48.82712811484531], [2.35446581597691, 48.82708915938531], [2.354467577973207, 48.827082060238375], [2.354479190535621, 48.82703529247697], [2.3544923112315446, 48.82698245397851], [2.3545035294955916, 48.82693727417729], [2.354505788870356, 48.82692817840317], [2.35450713073754, 48.826922775906176], [2.354580050518961, 48.826897176637175], [2.3545959998377968, 48.826891576865286]]], ""type"": ""Polygon""}";48.827154118047616, 2.3543318519284386;Dénomination actuelle
9178;;;RUE BARRAULT;rue Barrault;1877-02-01;19;voie publique;rue;;Barrault;13e;Maison-Blanche;131A2,131C2;boulevard Auguste Blanqui, 69.;place de Rungis, 9.;790;12.0;100;95;Non retenus au POS et non repris au PLU : Décret du 21 mars 1876.;;Précédemment, ruelle Barrault (partie A). Elle a absorbé l'impasse Croulebarbe.;Arrêté du 1er février 1877, partie A.;Décret du 23 mai 1863, entre le boulevard Auguste Blanqui et la rue de la Butte aux Cailles. Précédemment, voie de la commune de Gentilly dans cette dernière partie.;"Largeur : 12 m entre le boulevard Auguste Blanqui et la rue de la Providence (partie A) ; 15 m, le surplus (partie B).";Arrêté du 20 juin 1874, entre le boulevard Auguste Blanqui et la rue de Tolbiac.;M. Barrault, ancien propriétaire des terrains sur lesquels une partie de cette voie a été ouverte.;;;;Décret du 21 mars 1876 (UP), partie B.;"{""coordinates"": [[[[2.3465851657293193, 48.82578400863975], [2.346476124008284, 48.82596706277163], [2.346471896245742, 48.82596747406655], [2.3464748870594923, 48.82596913806829], [2.346471029677527, 48.82603627881701], [2.34645201860911, 48.8263671345711], [2.3465848365244653, 48.82665072396517], [2.3466276130365147, 48.82674205725173], [2.3469893195317635, 48.82751433980199], [2.347058738355583, 48.827670100256654], [2.3471274942896216, 48.82781660875691], [2.347158284796904, 48.82788221805177], [2.347166825277998, 48.82790041585456], [2.347172887352172, 48.82791333159011], [2.3471922397553255, 48.82795457013204], [2.3471993566303597, 48.82796973376443], [2.3472001022833107, 48.827971322532846], [2.347202843402712, 48.82797716454396], [2.347222580646477, 48.82801922091185], [2.3472305493348737, 48.82803619963205], [2.3472327226195753, 48.828040829783184], [2.347251743433249, 48.82808136049133], [2.3472803968016334, 48.82814241443262], [2.34730399512959, 48.82819269864572], [2.3473053564195028, 48.82819559936295], [2.3473325279007473, 48.82825349378916], [2.3473572076750617, 48.828306081789734], [2.3473629636648154, 48.82831831951059], [2.3473693473020973, 48.82833188903211], [2.3474555218689446, 48.828515085141305], [2.3475659156027024, 48.82874976844101], [2.3476185976009796, 48.82886329421044], [2.3476415831378667, 48.82891165481505], [2.347793745610141, 48.82911104217731], [2.347811994345208, 48.82913495531151], [2.3478672057586847, 48.829207300710245], [2.34788564928015, 48.829231546761775], [2.3480674023705905, 48.82947048041319], [2.348019419044259, 48.829553184238776], [2.3482901766701914, 48.82948111820428], [2.348251860946835, 48.829471786163055], [2.348218636946679, 48.82942826429712], [2.3481396067040854, 48.82932473748634], [2.348083685549322, 48.82925148268573], [2.3480531664738513, 48.829211503750926], [2.3480450387984146, 48.82920088460948], [2.348031580667917, 48.82918330313743], [2.3479971640720834, 48.82913833839558], [2.3479442498809417, 48.82906920914717], [2.3478883254938934, 48.82899484079307], [2.347839599408132, 48.82893112517121], [2.347790872079337, 48.82886740951841], [2.347782535802117, 48.82884984515144], [2.34776597069283, 48.82881494903936], [2.3477619744379883, 48.828806528890716], [2.3477415856592136, 48.82876357511421], [2.3477292677266206, 48.82873762484753], [2.347642357731778, 48.82855670488116], [2.3476182023354726, 48.82850485190445], [2.347584571981523, 48.82843260968151], [2.3475741512965094, 48.828410287023836], [2.3475573372101644, 48.828374191542714], [2.3475194933169714, 48.82829295144785], [2.347485489054743, 48.82822165508259], [2.3474558296569876, 48.828157481173065], [2.3474438176480885, 48.82813149026006], [2.34742606161248, 48.8280930692244], [2.347389715356935, 48.82801442563812], [2.3473671384578414, 48.82796557251689], [2.34736134271325, 48.82795303148596], [2.3473604262658427, 48.827951048759765], [2.3472728577257085, 48.827765162039576], [2.347239379237569, 48.82769283415559], [2.3472195948503214, 48.82765009129719], [2.347218598771852, 48.82764794175029], [2.347182380340304, 48.82756969179105], [2.347153257618115, 48.82750677532289], [2.3471283220385204, 48.82745290603225], [2.347122072583717, 48.82743940377261], [2.347102374614774, 48.827396845727826], [2.347090073311977, 48.82737027128459], [2.3470756009416087, 48.8273390028388], [2.347030350716139, 48.827250288733076], [2.3469797407100947, 48.82714089837495], [2.3469009905912004, 48.826970683337706], [2.3468786526192815, 48.826922402482154], [2.3468701129308074, 48.82690394472629], [2.346863573259899, 48.82688980680102], [2.346858439353144, 48.826878711945476], [2.34684743554453, 48.826854926318774], [2.3468417088475237, 48.826842547513614], [2.346829898667121, 48.82681702168527], [2.346817014265814, 48.826789172296785], [2.3467997838202144, 48.826751927673165], [2.3467818557855855, 48.82671317637846], [2.346700577815412, 48.82653749711182], [2.346691129791975, 48.826517075533296], [2.3466628374996343, 48.82645592169686], [2.346657147181857, 48.82622477794195], [2.3466775073736947, 48.82594746217321], [2.3465851657293193, 48.82578400863975]]], [[[2.346510095611037, 48.824914797682936], [2.3466721761002662, 48.82488993141318], [2.3468506692729387, 48.82475246259508], [2.3467546573964944, 48.82471845254284], [2.346763327052472, 48.82457756836036], [2.346763906744335, 48.82456815504483], [2.3467767184129675, 48.82435998045053], [2.3467809138752598, 48.824291797263776], [2.3468299166728497, 48.8234942770606], [2.346833721568301, 48.8234273598104], [2.346837859629095, 48.823354613705504], [2.3468425097001533, 48.8232728523242], [2.346845072305426, 48.823227793966495], [2.346853781259883, 48.82307971028171], [2.3468543092494207, 48.82307072477522], [2.346855420088063, 48.82305185378356], [2.346859733056404, 48.82297851411992], [2.3468608425291366, 48.82295964311926], [2.346861317041054, 48.82295155579907], [2.346861502178177, 48.822948410783376], [2.3468627967752282, 48.82292639566572], [2.3468668121086442, 48.82285811247467], [2.346868108063191, 48.82283609736264], [2.34686829184878, 48.822832951439835], [2.346881571484276, 48.82260714045184], [2.3466777582356677, 48.82260690669097], [2.3466748202513794, 48.82265560820288], [2.3466727123865323, 48.8226905627434], [2.3466691795361663, 48.82274912718852], [2.3466689302379464, 48.822753261170845], [2.3466675754619053, 48.822775724751516], [2.3466567531881446, 48.82295513667238], [2.3466543411690406, 48.82299512246503], [2.3466491096340465, 48.823081851549766], [2.3466452450150648, 48.823145909364854], [2.346641646543021, 48.82320557516603], [2.3466414625186793, 48.823208630248985], [2.346628241730636, 48.823427802206105], [2.346625092291262, 48.8234800011082], [2.3465656609045125, 48.82446521655073], [2.3465594934911453, 48.82456747265524], [2.3465231423806916, 48.82487204603005], [2.346510095611037, 48.824914797682936]]], [[[2.3465851657293193, 48.82578400863975], [2.3467041342706576, 48.8255842874018], [2.346712767367052, 48.825440799434546], [2.346725090286079, 48.82523600848948], [2.346801658553202, 48.825000098337846], [2.346804833186809, 48.82492565984101], [2.3468505907641535, 48.82487115388421], [2.3468588747154735, 48.82486128799197], [2.3466721761002662, 48.82488993141318], [2.3464699607200905, 48.82504566977235], [2.3464759558614343, 48.82504780258089], [2.3465244959857485, 48.82506507595783], [2.3465304911315545, 48.825067208763556], [2.346528456224974, 48.82509969573553], [2.3465266273075933, 48.825128897508414], [2.346522894906812, 48.825188468035776], [2.3465210659832025, 48.82521766980625], [2.3465199900259672, 48.825234831234305], [2.3465103657368287, 48.82538846056978], [2.346502965178142, 48.82550659913904], [2.346495525729231, 48.82562533826667], [2.3465851657293193, 48.82578400863975]]]], ""type"": ""MultiPolygon""}";48.82591273589552, 2.3469369217050744;Dénomination actuelle
10570;;;RUE DE L'ESPERANCE;rue de l'Espérance;;;voie publique;rue;de l';Espérance;13e;Maison-Blanche;131B3,131C2;rue de la Butte aux Cailles, 27.;rue Barrault, 61.;280;12.0;34;51;Non retenus au POS et non repris au PLU : Décret du 21 mars 1876.;;Précédemment, sentier de la Butte aux Cailles.;;Arrêté du 5 octobre 1857, dans la voirie de la commune de Gentilly. Décret du 23 mai 1863, dans la voirie parisienne.;;Arrêté du 16 mai 1883.;;;Décret du 21 mars 1876.;;;"{""coordinates"": [[[[2.3474630545633963, 48.826014203807865], [2.347384952451505, 48.826098005998205], [2.347455510685645, 48.826108153754255], [2.3474732170444645, 48.82613188147787], [2.347523096886211, 48.82619872455469], [2.347566756742263, 48.82625723333068], [2.3476140137334736, 48.82632056168016], [2.3476728028050946, 48.82639934303259], [2.347689567548598, 48.82642181005191], [2.3477242559454408, 48.82646829373194], [2.3477515077848774, 48.82650481402695], [2.347830396624596, 48.82661053059073], [2.347942997918887, 48.82676142307564], [2.3479656723215787, 48.82679180799468], [2.3480381006317614, 48.82688886595303], [2.3480602700819913, 48.82691857356569], [2.348053109696978, 48.826933894964654], [2.348155921506396, 48.826930163578716], [2.3482285415212076, 48.826875843177135], [2.3482029569979592, 48.82686793223427], [2.3481074794004804, 48.82673884968108], [2.3479714245084553, 48.826553953591336], [2.347968598546832, 48.82655021117034], [2.3479444151559288, 48.82651817935434], [2.347829744084025, 48.82636629432873], [2.3478104221597866, 48.82634070154158], [2.3477373382529523, 48.82624453289616], [2.3476693830865836, 48.82615511141168], [2.3476678996215425, 48.826153159767884], [2.3476636481319932, 48.826155249211304], [2.3476284548237274, 48.82610809810593], [2.347631546696964, 48.82610637018274], [2.3475888830121847, 48.82604946235016], [2.3476075150528803, 48.826004225540316], [2.3474630545633963, 48.826014203807865]]], [[[2.348155921506396, 48.826930163578716], [2.3480814918035664, 48.82698583842186], [2.3481209669697414, 48.826989991069865], [2.348228204256041, 48.82707257611239], [2.3483052703001426, 48.827131925866354], [2.3483207844414724, 48.827143874066714], [2.3483469354916826, 48.82716401327641], [2.348372644040873, 48.82718381100434], [2.3484491761361133, 48.82724274943214], [2.348494932220981, 48.827277987100956], [2.3485025497026855, 48.82728385295235], [2.348527725430728, 48.82730324122398], [2.3486021760841482, 48.827360576313225], [2.3487753596793954, 48.82743709937275], [2.3487833328272933, 48.8274406683394], [2.3487903081919166, 48.82744505480037], [2.348894923905219, 48.82752633252382], [2.3490529468016264, 48.827548253419096], [2.3490220212332376, 48.82752404929142], [2.3489490383788945, 48.82746692662441], [2.348878916859955, 48.827412044541504], [2.3488287495988174, 48.827372779889004], [2.348741495217703, 48.827300870096884], [2.3486823113397746, 48.82725544322297], [2.3486140756158016, 48.827203068806696], [2.348589851648339, 48.827184476286426], [2.348579888997019, 48.82717682859475], [2.3485266595032366, 48.82713597231856], [2.3485125372161946, 48.82712513256272], [2.3484947126749227, 48.8271114512958], [2.348434082870839, 48.8270649137778], [2.3483792763679614, 48.82702284727316], [2.3483150538111577, 48.826973552415176], [2.3482891934659564, 48.82695370347823], [2.348253892722832, 48.82692660808366], [2.348155921506396, 48.826930163578716]]], [[[2.347024358491628, 48.82553748798095], [2.347236904867766, 48.82568067250405], [2.34719745778855, 48.825524563733374], [2.3471592624388853, 48.825474211378314], [2.3471095311287544, 48.82540865232185], [2.347023536830529, 48.82529335396531], [2.3469409689699434, 48.825184225983264], [2.3468615998584417, 48.82507932448686], [2.346801658553202, 48.825000098337846], [2.346725090286079, 48.82523600848948], [2.346789815394798, 48.825226202689336], [2.346928495251184, 48.82541025851228], [2.347024358491628, 48.82553748798095]]], [[[2.347236904867766, 48.82568067250405], [2.347292118174521, 48.82589917518795], [2.3473138503788036, 48.82592740110923], [2.3473361348384043, 48.82595634324517], [2.3473233222396863, 48.825988255139656], [2.347308622761613, 48.82602487036469], [2.3474630545633963, 48.826014203807865], [2.347548595459115, 48.82592242060918], [2.3474870733324495, 48.8259115505446], [2.3473890015118903, 48.82578313396155], [2.347236904867766, 48.82568067250405]]]], ""type"": ""MultiPolygon""}";48.826352099863676, 2.3477696428994714;Dénomination actuelle
